[0.70177047 0.71050464]	[2.79786618 3.26326458]
[0.67442237 0.44001592]	[0.08089858 5.15795731]
[0.79529444 0.27114289]	[-0.70905573  3.81395845]
[0.04531666 0.87091791]	[2.20754308 5.27434846]
[0.80741657 0.22770262]	[1.09245641 3.76272761]
[0.15047052 0.24557997]	[0.96817174 1.90106553]
[0.45063667 0.12383585]	[1.22464102 1.84817209]
[0.66957415 0.85293593]	[1.3042667  4.50460632]
[0.6487957 0.3499664]	[1.08674625 3.98759286]
[0.91176032 0.67686604]	[2.41476673 4.27278779]
[0.53219033 0.20839987]	[2.79338341 3.31568394]
[0.97541512 0.03718443]	[0.38271005 3.62241859]
[0.37875037 0.39926992]	[1.59670378 5.43882443]
[0.55467833 0.8482336 ]	[2.10956357 6.28636351]
[0.59242168 0.21694446]	[2.17028562 2.1882305 ]
[0.77927335 0.407392  ]	[2.58572367 4.27077118]
[0.00074438 0.00417893]	[-0.78532187 -1.29140873]
[0.2326664  0.48731884]	[3.63856845 2.31850244]
[0.63601269 0.06910653]	[1.55645202 2.55818032]
[0.35325578 0.53094051]	[0.48158969 3.9570934 ]
[0.36357959 0.46794196]	[0.63880079 2.03716852]
[0.13455733 0.22238353]	[ 0.01640869 -0.68809505]
[0.59531065 0.65915832]	[0.88851548 4.01280323]
[0.76345569 0.814442  ]	[3.1706296  5.03793953]
[0.00084714 0.73028159]	[3.30626844 2.83751885]
[0.42092886 0.40882518]	[0.93513849 2.77407422]
[0.09152425 0.30362534]	[-0.19656626 -0.44337019]
[0.16735778 0.36913456]	[1.3095087  3.24553596]
[0.18573891 0.82410519]	[3.29776026 2.59324011]
[0.36046206 0.33399102]	[1.66971202 2.42378172]
[0.15117712 0.90806748]	[2.03104996 1.91733128]
[0.71654343 0.88985674]	[3.36718439 4.83952226]
[0.52133197 0.83531192]	[3.86726242 3.43235574]
[0.12456633 0.89949236]	[1.24431389 3.49188729]
[0.25601219 0.08359427]	[0.53324918 0.41102194]
[0.7344611  0.18085709]	[8.47856931e-04 3.18920979e+00]
[0.17289751 0.72009687]	[2.40411117 1.91839747]
[0.44120772 0.02621008]	[1.5958588  1.76228733]
[0.47253359 0.51006445]	[2.23376539 2.55941562]
[0.05857588 0.66085351]	[0.92333419 2.86431204]
[0.06500699 0.11493985]	[ 1.57638458 -0.48541127]
[0.06070885 0.3345002 ]	[0.23440862 2.06745999]
[0.90758287 0.21122374]	[0.75905237 1.80744201]
[0.3835917 0.2530632]	[1.86279418 2.22365139]
[0.99992936 0.94991346]	[3.73151105 7.8762684 ]
[0.71581355 0.16647797]	[2.95421298 5.15511844]
[0.41396286 0.20803507]	[1.18713147 3.56692994]
[0.94737726 0.19160733]	[1.61468775 2.24422472]
[0.67148744 0.11095886]	[1.86396315 2.06067715]
[0.28594154 0.30211706]	[2.1171194  1.72872334]
[0.69994438 0.12244057]	[-0.40703714  1.66838323]
[0.43449794 0.65982854]	[1.90372377 5.83959616]
[0.92919399 0.26661068]	[0.90865891 3.0523827 ]
[0.41926482 0.03394353]	[1.30363093 1.22523956]
[0.50131367 0.51740822]	[2.75270305 2.32851806]
[0.56093583 0.19194734]	[0.27989063 2.32260765]
[0.16943269 0.71251146]	[0.93940724 2.31938126]
[0.04780385 0.32983379]	[0.15192991 2.04027566]
[0.53124872 0.69901782]	[1.42431267 5.09080618]
[0.85375678 0.83963189]	[1.77414492 4.99387473]
[0.22530031 0.1120626 ]	[-0.37198456  0.19010983]
[0.6851128  0.39850028]	[2.11072651 4.34241166]
[0.50084874 0.69061022]	[0.95147048 3.41218453]
[0.05827368 0.72669155]	[-1.92921887  3.03993249]
[0.08976707 0.07978104]	[0.30320192 1.59078076]
[0.84805867 0.45338942]	[1.69960599 3.94476001]
[0.0987264  0.65564462]	[2.06172957 4.1828959 ]
[0.30800227 0.6264156 ]	[2.53942761 3.93533391]
[0.33941921 0.61364611]	[0.78104005 4.28415307]
[0.88528165 0.26562707]	[0.94658822 5.50577672]
[0.06745569 0.74547427]	[-1.30200762  2.72569243]
[0.66088914 0.97371367]	[4.49306708 5.07150022]
[0.82278567 0.71172973]	[2.11127318 5.23299875]
[0.34349873 0.70088018]	[2.72857096 3.78100367]
[0.92181246 0.38187972]	[0.37254079 5.65150683]
[0.89649349 0.99184321]	[1.53518142 4.73073258]
[0.6055551  0.49922718]	[2.2073167  2.43616064]
[0.42219958 0.97798379]	[1.88165828 4.31071149]
[0.54051718 0.59125129]	[2.2387505  4.53199852]
[0.04207368 0.43051345]	[-0.17368916  2.92301448]
[0.45938907 0.31703257]	[2.02876332 1.61964801]
[0.68834669 0.53124963]	[0.80628986 3.56678126]
[0.25769455 0.78379043]	[2.34145866 4.22034175]
[0.0550584  0.39452079]	[-0.60313769  2.83164977]
[0.96415582 0.49308352]	[1.6704211  6.58599369]
[0.14684022 0.85130523]	[2.32500802 3.73140464]
[0.64652902 0.81007956]	[3.45112775 5.86252921]
[0.76132138 0.14121871]	[1.00460483 3.68372178]
[0.48313004 0.65600815]	[1.60655616 4.7827353 ]
[0.70064165 0.26414365]	[1.4154519  4.12311965]
[0.96679179 0.27222731]	[1.98836942 4.4065038 ]
[0.97011643 0.2800866 ]	[2.09652517 4.17801102]
[0.80468712 0.44108479]	[0.71891778 3.40543745]
[0.40809367 0.33237711]	[3.38355917 1.70534888]
[0.29172531 0.65753316]	[3.32747966 3.88451963]
[0.56297906 0.36386606]	[3.44177805 3.98172912]
[0.35901286 0.19928665]	[2.6986186  2.75974444]
[0.08443664 0.74685019]	[2.01003217 2.4565541 ]
[0.70152733 0.39950366]	[2.65817755 2.63830053]
[0.86838365 0.72249361]	[2.80309379 4.6888136 ]
[0.74804279 0.21639978]	[0.90314977 3.51110762]
[0.57894648 0.09620808]	[0.34113167 3.14988898]
[0.55083546 0.35127808]	[2.17127036 4.05053997]
[0.7544719  0.87207542]	[2.18009624 6.85668502]
[0.43075087 0.14967363]	[0.09534388 3.40816155]
[0.37408641 0.69880252]	[0.43287322 3.60293329]
[0.43201017 0.19009367]	[0.7786876  1.39807794]
[0.15193763 0.25741518]	[1.19156635 1.5185592 ]
[0.57072134 0.74435315]	[2.19813398 4.3648832 ]
[0.92599768 0.26926237]	[2.97288139 3.01077739]
[0.09497631 0.68019766]	[1.0426896  2.72427743]
[0.47968841 0.82635076]	[2.36578314 6.7479369 ]
[0.53861157 0.64407149]	[1.48962808 4.75597888]
[0.96856198 0.87076663]	[3.5992311  5.35830198]
[0.53496128 0.23243919]	[0.26464052 2.69720561]
[0.76052789 0.52378784]	[2.51658542 3.46213699]
[0.08812891 0.78174251]	[0.96998886 2.51254754]
[0.11411293 0.76312471]	[1.57726441 3.79385617]
[0.19042847 0.76658358]	[-0.03210803  3.74159621]
[0.02486802 0.05891657]	[ 1.72685553 -0.25886425]
[0.72561719 0.00969592]	[1.14928691 0.79829808]
[0.47138113 0.37696458]	[2.94359972 4.11174849]
[0.754072   0.15875063]	[2.16011373 2.84014575]
[0.72237955 0.77757153]	[3.13477475 4.58527416]
[0.54144724 0.35053828]	[1.12457738 1.3269962 ]
[0.14040542 0.367515  ]	[0.52250443 0.50200206]
[0.09329811 0.58981414]	[0.0432207  0.71403437]
[0.85499573 0.83408437]	[2.97781059 5.57843401]
[0.94562884 0.48610402]	[1.3476407  5.08713105]
[0.72089471 0.95812189]	[4.23466907 5.75818414]
[0.30878062 0.81152358]	[3.8939649  5.99942046]
[0.02457995 0.02138297]	[-0.31143836  1.22424448]
[0.40418435 0.98912725]	[2.73977195 6.14180301]
[0.39543295 0.00608001]	[-1.06694897  0.87352917]
[0.68141783 0.94897175]	[2.12170187 6.11938998]
[0.85622895 0.71721803]	[1.15799465 4.29448179]
[0.80286458 0.92665743]	[3.94833325 5.600604  ]
[0.67641716 0.22398237]	[-0.2637997   3.36485029]
[0.88621376 0.78651745]	[2.15527562 5.81117008]
[0.1717046  0.52772668]	[0.95189481 3.10446825]
[0.98973587 0.9395317 ]	[1.73520846 7.73470478]
[0.77885095 0.09897272]	[0.28857979 3.03601253]
[0.17540182 0.84704951]	[0.09217685 3.40993596]
[0.65730822 0.13623615]	[1.92128389 2.05796962]
[0.40785238 0.2626887 ]	[0.10579526 1.01114995]
[0.84971514 0.92032842]	[2.04327264 6.20958114]
[0.19688016 0.1055973 ]	[1.40502093 1.67123909]
[0.09750795 0.43260562]	[3.09763046 2.97834241]
[0.81271356 0.24146558]	[1.32998005 2.52452539]
[0.5652527  0.43195871]	[1.56681731 5.54715292]
[0.37202908 0.73110974]	[1.20447192 2.56032149]
[0.75799215 0.39798228]	[2.19824552 2.69438836]
[0.63230126 0.26117358]	[0.60927429 2.61005042]
[0.54790665 0.74859044]	[0.99837327 4.15499231]
[0.52776963 0.25195988]	[0.58676083 3.13301692]
[0.27432183 0.50701131]	[2.01118961 0.87962389]
[0.39731323 0.14425448]	[0.64411891 2.25195325]
[0.29203189 0.36902339]	[-1.13995501  3.65413841]
[0.9089171  0.91426755]	[2.9838855  5.82845929]
[0.56586057 0.50782168]	[1.57791926 3.41269273]
[0.24657185 0.59530443]	[0.31491072 4.16817212]
[0.66531682 0.48201008]	[1.56173791 4.15485986]
[0.00991792 0.89868335]	[2.22781672 2.28561976]
[0.12098178 0.96511188]	[1.73756273 4.28648148]
[0.86706663 0.79009159]	[1.72159488 5.61192908]
[0.20751961 0.99125179]	[1.65056083 5.90518399]
[0.6444011  0.19502273]	[1.21925678 1.94902127]
[0.51557215 0.40447324]	[0.93044406 2.26550698]
[0.90015582 0.46796773]	[2.26692141 6.23128696]
[0.40155542 0.9795418 ]	[2.24573034 5.74273102]
[0.43912527 0.19580401]	[1.9518753  2.56527449]
[0.98432096 0.25257267]	[0.9509212 4.4677045]
[0.48881905 0.32860374]	[3.0724665  4.06251218]
[0.75410344 0.74263178]	[2.43529264 5.58362958]
[0.81865486 0.3108581 ]	[1.71119934 4.87827893]
[0.30184635 0.16263926]	[0.78509081 2.9322067 ]
[0.4913278  0.72216576]	[0.53746886 3.50864991]
[0.24061072 0.60115074]	[1.31121205 3.08245977]
[0.9426887  0.54841384]	[2.6359533  5.17208063]
[0.65164611 0.51160119]	[1.0342828  4.48497955]
[0.59072673 0.59903107]	[0.53677007 3.88261559]
[0.72628607 0.80081783]	[1.8464498  3.96229279]
[0.054671   0.83550033]	[1.64507032 2.37398537]
[0.77478621 0.51890829]	[2.02340097 4.7625091 ]
[0.43010843 0.18731958]	[0.43710339 1.69983819]
[0.59614877 0.76338377]	[2.31204347 4.35602679]
[0.369344   0.59054503]	[1.43547284 3.81257166]
[0.74784279 0.38396984]	[3.66185765 4.52365248]
[0.8688808 0.8446045]	[3.80362172 5.1869164 ]
[0.21677085 0.48711045]	[2.28636281 1.26270412]
[0.59186345 0.13377001]	[0.13353861 2.30951466]
[0.86492404 0.40105276]	[2.01345833 2.58798596]
[0.12003629 0.51674407]	[0.50923375 2.49927475]
[0.5861679 0.8399621]	[1.40593766 4.34429564]
[0.09401721 0.28096268]	[1.70643987 1.29179511]
[0.57788877 0.09326475]	[0.31607442 1.82984052]
[0.72902202 0.83585942]	[2.64840197 6.17896294]
[0.30787187 0.90339141]	[2.37336336 4.40281549]
[0.85908937 0.29556263]	[1.43590919 4.85414294]
[0.22633676 0.00025843]	[0.14085318 0.79090354]
[0.59359169 0.97421565]	[2.02131297 5.92251717]
[0.00349235 0.12111232]	[-0.8893036   0.88502998]
[0.35791371 0.17765844]	[1.2522425 3.8261811]
[0.54488142 0.44532312]	[1.56727066 4.96956796]
[0.9474778  0.41475184]	[2.97815098 5.47812046]
[0.55953107 0.30370396]	[-0.42502638  3.29873134]
[0.7647078  0.99450248]	[3.39560629 5.26257261]
[0.62000966 0.01501895]	[0.53165381 1.86021411]
[0.56753867 0.64606845]	[0.9068574 4.6835532]
[0.12790593 0.46810077]	[1.97047833 2.49836052]
[0.63125588 0.85616742]	[2.6753617  5.12790352]
[0.28244716 0.9228983 ]	[1.51482911 5.35893052]
[0.71073028 0.14289036]	[1.38342778 4.29745482]
[0.33406659 0.18064725]	[0.89287554 1.17953773]
[0.26248782 0.70473152]	[1.9178193  3.43078491]
[0.27148156 0.90983409]	[1.74488585 5.26971111]
[0.04196026 0.85482492]	[2.07503604 4.00813179]
[0.65946257 0.67773649]	[1.30824446 4.94443043]
[0.65858885 0.59048137]	[2.20774353 5.49314838]
[0.54677245 0.1962875 ]	[2.61377874 3.01202642]
[0.40405738 0.50418983]	[1.14305614 3.33940005]
[0.63006935 0.77900476]	[1.80763737 4.63594101]
[0.76423641 0.85172868]	[1.58086736 6.45307616]
[0.27229939 0.0174818 ]	[1.68565633 0.9093899 ]
[0.28892712 0.01556613]	[-0.70349358  2.63716918]
[0.36948233 0.85677908]	[3.85730451 5.11037848]
[0.51776142 0.95781694]	[2.36073262 5.475543  ]
[0.157336   0.75671789]	[1.46758062 3.51235215]
[0.92405844 0.20735813]	[1.23120934 5.5938913 ]
[0.0743739  0.26593287]	[-0.23892412  2.59992041]
[0.13311117 0.1248122 ]	[ 0.71787221 -0.35574839]
[0.76789591 0.90527173]	[2.17468423 5.54822212]
[0.96292295 0.0565537 ]	[0.38524405 2.63298071]
[0.79605244 0.800551  ]	[3.28942334 6.22465802]
[0.6545454  0.14112184]	[0.01149736 0.8978329 ]
[0.84855673 0.50878963]	[1.78383637 3.5095821 ]
[0.17159486 0.88249939]	[1.09498962 2.69474154]
[0.71845627 0.65620538]	[2.01145254 5.35359264]
[0.87840905 0.83058446]	[2.19485106 5.30541027]
[0.1893462  0.43723923]	[0.97528673 2.57344096]
[0.90293944 0.56059057]	[2.28560351 4.04748853]
[0.59805328 0.95425181]	[1.73730708 4.93422551]
[0.5122354  0.70135436]	[1.55833537 5.70093633]
[0.82553662 0.75646765]	[3.36146641 4.02679663]
[0.44966568 0.34047366]	[1.23931731 3.04513424]
[0.44973512 0.55454708]	[1.22116432 4.24230493]
[0.14812752 0.13634606]	[-0.4765447  -0.03178374]
[0.09475137 0.75758698]	[1.43481919 3.87614181]
[0.73265727 0.42938784]	[1.15571043 2.83642116]
[0.5176234  0.68363066]	[-2.37138049  4.42850498]
[0.7078706  0.95912732]	[2.19999276 6.43416595]
[0.61031039 0.70375117]	[0.99121079 6.76215297]
[0.36438632 0.41929942]	[3.01029896 2.20108933]
[0.8660362 0.390757 ]	[1.54794378 3.31676686]
[0.55865631 0.82901284]	[3.203444   6.73290322]
[0.83501551 0.06096376]	[1.44915416 3.24222075]
[0.81902164 0.10323174]	[1.22223217 2.29078932]
[0.67391134 0.26959917]	[1.31919442 4.30323408]
[0.31026819 0.33140951]	[0.8658633  0.97819844]
[0.71549196 0.56921507]	[2.70277406 4.3437851 ]
[0.97920402 0.94604861]	[3.01617434 8.34102306]
[0.31352352 0.38293542]	[0.08344879 3.02107504]
[0.94851441 0.95511027]	[3.65263318 4.83766893]
[0.53037375 0.79801888]	[3.77993744 2.85039715]
[0.71445996 0.64581441]	[0.21005259 4.28024351]
[0.93550332 0.43766561]	[0.84782309 3.63668146]
[0.83372548 0.76023015]	[2.82909107 6.86608295]
[0.44997168 0.69732728]	[1.85601088 4.7036551 ]
[0.95908662 0.67580888]	[1.55623815 4.6460999 ]
[0.9938343  0.44790992]	[0.70333617 4.70503611]
[0.65021286 0.67138192]	[1.4732767  4.93925524]
[0.36596798 0.92503906]	[2.32329088 4.83021979]
[0.91221143 0.53162546]	[2.5009833  4.66365765]
[0.44552929 0.12866121]	[0.16677216 1.72159368]
[0.98157625 0.99871967]	[3.96552535 6.06739609]
[0.78201075 0.83332063]	[1.09427789 6.21459103]
[0.84589416 0.65577026]	[1.93422478 4.39131011]
[0.35092243 0.99169644]	[2.13446155 7.43894246]
[0.33054007 0.79449612]	[2.98269707 4.6234958 ]
[0.64443988 0.84965005]	[0.5204832  5.69966487]
[0.04211071 0.49532931]	[2.15677433 3.33881258]
[0.25826964 0.77073161]	[1.16979017 2.96452034]
[0.58710163 0.15402868]	[-0.11400919  2.5233479 ]
[0.32503448 0.43086293]	[1.06181208 4.37569511]
[0.89656081 0.33018686]	[2.77685219 4.75089249]
[0.55321943 0.38924395]	[1.72450355 3.03771968]
[0.91182748 0.79620159]	[3.99071803 4.30662737]
[0.94548132 0.22859644]	[1.48465672 4.91666576]
[0.73074943 0.4060781 ]	[2.34478712 3.31536763]
[0.77403468 0.91547976]	[1.74357995 6.65412696]
[0.05860409 0.17456828]	[1.92741297 0.47662225]
[0.80476397 0.29855899]	[2.34135512 2.8391238 ]
[0.03713917 0.82813649]	[2.07486421 3.96659917]
[0.26060092 0.1830854 ]	[0.59223284 1.09684541]
[0.06384957 0.92742009]	[3.97093342 4.19902289]
[0.27796199 0.32726583]	[0.75071369 1.62638067]
[0.09651018 0.68053902]	[0.54476065 2.77566558]
[0.70540748 0.08135283]	[-0.28936792  2.66843141]
[0.06902124 0.49182753]	[0.96537967 2.17462367]
[0.97762204 0.84071934]	[1.80108462 5.01805899]
[0.13146687 0.36641606]	[0.06546041 0.29726114]
[0.91467059 0.56619966]	[1.20248478 5.57494448]
[0.69247175 0.12861331]	[0.20478836 1.46289565]
[0.68519555 0.60350611]	[1.60088754 2.60237157]
[0.82925094 0.83352273]	[3.21346767 5.77639676]
[0.62187235 0.60933343]	[1.82413937 3.71744641]
[0.43051575 0.03695464]	[-0.20241654  1.50427414]
[0.70164997 0.15060354]	[0.66482494 4.08361259]
[0.43108668 0.82820496]	[3.29882136 5.87276999]
[0.28727831 0.7108646 ]	[3.39405502 3.8924051 ]
[0.58209995 0.87655057]	[2.26082623 3.83072466]
[0.71322899 0.905306  ]	[3.93337395 7.9693667 ]
[0.16115382 0.02203573]	[1.61504067 0.80600605]
[0.31772868 0.39577024]	[0.61722298 3.78047797]
[0.0935472  0.61541075]	[0.70905242 0.84432696]
[0.94078251 0.05960587]	[0.93267671 5.51859363]
[0.772227   0.99320494]	[4.47835    5.55173529]
[0.09747697 0.65915088]	[0.53857004 3.18587632]
[0.28867805 0.58215066]	[1.99606722 4.97211295]
[0.91663635 0.47298298]	[1.72769513 2.94001698]
[0.54455452 0.90304546]	[4.07689828 6.21454777]
[0.03602303 0.01744253]	[-1.00046024 -0.98432851]
[0.49337853 0.47590337]	[1.35468035 2.81961899]
[0.56692629 0.49639579]	[1.53298728 3.47388444]
[0.47334702 0.57001413]	[0.50169362 2.57796721]
[0.7244545  0.46230815]	[3.08708405 3.85022743]
[0.53436314 0.23750013]	[-0.08067099  3.00938561]
[0.39362249 0.1094844 ]	[-1.39985534  1.73053827]
[0.28669659 0.00609356]	[2.02518171 0.62233366]
[0.24972046 0.5011448 ]	[1.38914092 2.21830677]
[0.04980449 0.56196588]	[1.12138341 1.76594448]
[0.69597241 0.35124661]	[0.85468307 3.4828372 ]
[0.09570062 0.10685612]	[0.3495506  0.83362936]
[0.14469764 0.6808255 ]	[1.19785819 3.39051661]
[0.09418511 0.63949541]	[1.25194612 3.02173426]
[0.60706345 0.91244453]	[1.56953484 4.15152118]
[0.550502   0.59404418]	[1.64193868 3.21940776]
[0.63167747 0.01669334]	[0.14899853 2.65500632]
[0.35865028 0.96262815]	[1.01628118 4.88016497]
[0.10781045 0.46503554]	[2.727676   1.77868064]
[0.06146242 0.087032  ]	[1.133948 1.902625]
[0.75557023 0.62541199]	[1.36587431 4.21860291]
[0.11962649 0.05704173]	[-1.69796329 -0.0228912 ]
[0.5558112  0.19595396]	[1.38763545 2.00304608]
[0.42156278 0.39617671]	[-0.00387248  3.25734516]
[0.80884347 0.44537626]	[-0.32203783  3.68632893]
[0.27961246 0.88891818]	[2.55070963 4.64072741]
[0.83476212 0.06765237]	[0.1368351  3.27504322]
[0.65030942 0.35029762]	[3.1387549  2.39856566]
[0.94211137 0.37555476]	[2.85749438 3.23973168]
[0.63534308 0.99160302]	[3.25161259 7.79776569]
[0.12585596 0.79896199]	[2.03608699 3.4834317 ]
[0.63690848 0.77693997]	[2.16398289 6.59080855]
[0.39743932 0.29485018]	[0.21497412 1.58834496]
[0.94070235 0.60972418]	[3.57432272 3.30401976]
[0.07117572 0.60213469]	[1.13143199 3.50843232]
[0.26770968 0.42545347]	[1.30584293 1.89621756]
[0.76838388 0.46184803]	[0.9175676  3.64894787]
[0.27008445 0.25099264]	[ 0.21740934 -0.08164066]
[0.38178192 0.08144923]	[0.16253656 0.75575847]
[0.11436598 0.27452775]	[1.18376989 2.66204206]
[0.50852971 0.70724608]	[3.31682497 3.88514337]
[0.19181832 0.07787467]	[0.30212409 1.73821335]
[0.75112791 0.63760046]	[1.75950459 2.94810113]
[0.89150519 0.95337754]	[2.87709787 5.32642761]
[0.55146008 0.84234382]	[1.83134483 5.647639  ]
[0.5952927  0.31395469]	[-0.10050869  1.96914447]
[0.48754103 0.34101322]	[1.55332499 3.1493598 ]
[0.07708831 0.96321938]	[1.48963463 3.80868811]
[0.13309655 0.2872049 ]	[1.3666489  1.80514039]
[0.72053559 0.56915282]	[1.54610501 5.3572271 ]
[0.74066905 0.45387051]	[0.47704142 4.38648444]
[0.00465998 0.57968606]	[0.92732394 1.56040073]
[0.48171635 0.92251432]	[2.18067216 5.40119127]
[0.04046019 0.32218984]	[2.93322057 2.69729082]
[0.89437455 0.47155482]	[0.15074236 3.58922339]
[0.96784207 0.35377341]	[1.26489376 4.19685602]
[0.36608497 0.15838572]	[1.80059673 0.11146697]
[0.66943368 0.18029272]	[2.19060875 2.25365063]
[0.32968474 0.04952405]	[-0.31871999 -1.08639561]
[0.71260305 0.98552441]	[1.58671615 5.88592378]
[0.28900143 0.01254024]	[1.28305598 0.10564393]
[0.64326406 0.43874241]	[1.5423881  5.99427544]
[0.79399758 0.67940168]	[3.01403044 5.92743032]
[0.13494489 0.94287778]	[1.09634585 5.35916091]
[0.82471039 0.84094577]	[1.36428945 5.89124967]
[0.76975223 0.42025555]	[1.3451146  4.15972794]
[0.24078358 0.88706788]	[2.41802891 4.06266948]
[0.70886844 0.26963345]	[1.35391857 3.12396507]
[0.02560455 0.47411029]	[0.50932409 1.75409108]
[0.36943119 0.1360187 ]	[0.93646438 1.46443198]
[0.24426023 0.31102161]	[1.65804561 1.62691553]
[0.98005944 0.24017316]	[2.10203762 3.09871446]
[0.63903093 0.17406519]	[-0.57619345  2.97032845]
[0.76025604 0.0537359 ]	[1.317668  0.6256785]
[0.20311809 0.23147948]	[0.1483061 2.3256844]
[0.9725579  0.48610387]	[1.89438941 4.96522281]
[0.45554805 0.22635035]	[2.43826276 3.5069838 ]
[0.52637782 0.86289988]	[1.86611588 5.57448413]
[0.93498329 0.4503902 ]	[3.23188363 5.38640643]
[0.00645865 0.85905707]	[1.38352489 3.12094801]
[0.38695357 0.76882452]	[2.72993003 3.90397421]
[0.19270451 0.45280877]	[0.66988161 1.31388281]
[0.32547946 0.4830736 ]	[2.85377282 2.10312917]
[0.81548871 0.13277898]	[-0.59860709  1.25370317]
[0.47795272 0.56556964]	[2.11499445 2.70842632]
[0.00827486 0.0101709 ]	[-1.08388015 -0.27124527]
[0.46081323 0.46012634]	[0.62495886 2.72068591]
[0.24148422 0.68351642]	[2.61801324 4.02953976]
[0.80084144 0.92528744]	[1.27550907 6.15555144]
[0.40012482 0.29943483]	[1.41411385 1.26357767]
[0.30704577 0.3581212 ]	[ 0.18471799 -0.38770003]
[0.90786331 0.86784082]	[2.14352059 4.79549054]
[0.70337967 0.66892078]	[2.62280947 4.00650085]
[0.11934592 0.96743519]	[2.10223985 4.97640008]
[0.08989427 0.63952663]	[-0.36103879  3.28896825]
[0.50357314 0.91932528]	[0.25821676 4.64334841]
[0.04902936 0.86495184]	[1.75075084 4.1906032 ]
[0.63473584 0.78032553]	[1.05500285 4.37867011]
[0.76372638 0.31564852]	[0.80440686 3.57475183]
[0.95230279 0.84156113]	[3.18586714 4.36837712]
[0.14028586 0.44212381]	[1.50629155 2.37920769]
[0.24363694 0.13827782]	[1.3946681  2.27071266]
[0.00208388 0.15978817]	[1.66205477 3.89577506]
[0.64094117 0.79563108]	[1.57694523 5.54846331]
[0.99057146 0.62856218]	[2.08330309 6.22653386]
[0.71057689 0.55564909]	[1.88287986 5.86366888]
[0.89943664 0.34693537]	[-0.31122517  3.68797684]
[0.56961153 0.46848553]	[1.73000997 4.7396471 ]
[0.85030557 0.44392891]	[0.65082531 4.61804673]
[0.63640811 0.53789566]	[0.85034269 5.93078287]
[0.53239163 0.06436098]	[0.08669508 0.29095351]
[0.81909241 0.12052981]	[2.33055262 2.67140581]
[0.45588465 0.03541928]	[0.99208042 0.77904042]
[0.93929099 0.53455654]	[1.25292553 6.15812397]
[0.22564364 0.95696453]	[-0.23249043  3.10647131]
[0.81322273 0.20839195]	[-0.38244079  3.8775625 ]
[0.07076652 0.75420672]	[1.0603521  1.45130778]
[0.37351001 0.80370656]	[1.75610313 4.72996093]
[0.10626094 0.84840957]	[0.62668663 4.1125478 ]
[0.88424011 0.54921947]	[0.50526572 5.22818988]
[0.41172169 0.36065442]	[0.47749098 2.93822112]
[0.25990513 0.24156236]	[-0.67214185  2.18711345]
[0.97955165 0.12363487]	[2.17573872 4.58046657]
[0.56554871 0.45445339]	[-0.22319397  2.84607639]
[0.16656553 0.9458931 ]	[0.79447598 3.7909073 ]
[0.47221619 0.19779993]	[-0.03969478  2.34853892]
